Phylo,Species,Family,Order,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Salpinctes obsoletus,Salpinctes_obsoletus,Troglodytidae,Passeriformes,19.9,12.6,2.9,3.4,20.1,69,11.8,56.6,17.3,55.6,16.4,Rock,3,1,Carnivore,Invertivore,Terrestrial,10.66,54.32,37.18,-108.97,5424173.4,Extant
Thryomanes bewickii,Thryomanes_bewickii,Troglodytidae,Passeriformes,15.5,10.1,2.6,3,17.5,54,7.3,46.1,13.8,51.2,9.9,Shrubland,2,2,Carnivore,Invertivore,Generalist,16.27,50.41,33.54,-106.62,3360146.45,Extant
Thryorchilus browni,Thryorchilus_browni,Troglodytidae,Passeriformes,14.7,8.8,2.5,2.8,22,49.8,5.1,44.7,10.2,34,14,Forest,2,1,Carnivore,Invertivore,Generalist,8.78,10.04,9.4,-83.35,1492.43,Extant
Thryothorus atrogularis,Thryothorus_atrogularis,Troglodytidae,Passeriformes,20.2,13.1,4.1,4.7,24.2,66,7.4,59.1,11.1,51.5,24.2,Forest,1,1,Carnivore,Invertivore,Insessorial,9.22,15.58,11.08,-84.14,34566.72,Extant
Thryothorus coraya,Thryothorus_coraya,Troglodytidae,Passeriformes,19.2,11.7,3.8,4.5,22.1,62.8,7.1,54.4,11.6,57.4,17.2,Forest,1,1,Carnivore,Invertivore,Insessorial,-12.17,7.89,-0.61,-62.58,3811040.46,Extant
Thryothorus eisenmanni,Thryothorus_eisenmanni,Troglodytidae,Passeriformes,20.1,12.4,3.7,4.2,26.8,65.2,4.6,60.7,7,59.8,23.1,Forest,2,1,Carnivore,Invertivore,Insessorial,-13.55,-12.11,-12.85,-73.06,17967.71,Extant
Thryothorus euophrys,Thryothorus_euophrys,Troglodytidae,Passeriformes,24.2,13.4,3.9,4.4,27.6,69.6,6.4,63.2,9.2,65.2,30.3,Forest,2,1,Carnivore,Invertivore,Insessorial,-12.09,1.04,-6.21,-77.2,126800.82,Extant
Thryothorus fasciatoventris,Thryothorus_fasciatoventris,Troglodytidae,Passeriformes,20.2,12.4,4,5,22.6,67.2,7.4,58.3,11.2,52.4,24,Forest,3,1,Carnivore,Invertivore,Insessorial,1.6,11.36,7.58,-76.09,262861.22,Extant
Thryothorus felix,Thryothorus_felix,Troglodytidae,Passeriformes,17.4,10.6,3.5,4.4,21,57.2,3.6,53.6,6.3,56.2,12.8,Woodland,1,1,Carnivore,Invertivore,Insessorial,15.65,29.92,21.62,-103.83,296408.83,Extant
Thryothorus genibarbis,Thryothorus_genibarbis,Troglodytidae,Passeriformes,18.9,11.9,4.1,4.7,23.4,61.1,6.4,55.1,10.4,56.4,19.2,Forest,2,1,Carnivore,Invertivore,Insessorial,-22.31,1.98,-9.71,-54.06,6326924.93,Extant
Thryothorus griseus,Thryothorus_griseus,Troglodytidae,Passeriformes,16,10.6,3.4,3.7,19.1,51.2,5,47.2,9.6,35.7,19.1,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.07,-4.31,-6.54,-68.94,90775.33,Extant
Thryothorus guarayanus,Thryothorus_guarayanus,Troglodytidae,Passeriformes,17.2,9.9,3.3,3.6,21.6,53.3,6.1,47.2,11.5,45,13.5,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-21.06,-10.65,-15.79,-62.23,696010.23,Extant
Thryothorus leucopogon,Thryothorus_leucopogon,Troglodytidae,Passeriformes,18,11.8,3.8,3.8,19.2,54.9,6.2,47.5,11.5,40,19.1,Forest,2,1,Carnivore,Invertivore,Insessorial,-2.74,9.46,4.89,-77.44,140102.27,Extant
Thryothorus leucotis,Thryothorus_leucotis,Troglodytidae,Passeriformes,18.8,12.4,3.5,3.8,22,62.1,7.6,54.8,12.2,48.1,19.4,Forest,2,1,Carnivore,Invertivore,Insessorial,-24.04,12.46,-4.75,-59.96,8709608.57,Extant
Thryothorus longirostris,Thryothorus_longirostris,Troglodytidae,Passeriformes,25.8,18.6,4,4.5,21.8,63.6,6.6,56.8,10.6,54.1,21.3,Forest,1,1,Carnivore,Invertivore,Insessorial,-28.3,-2.79,-12.68,-41.48,1511309.58,Extant
Thryothorus ludovicianus,Thryothorus_ludovicianus,Troglodytidae,Passeriformes,16.9,11.1,3.2,3.9,21.4,59.4,6.8,52.6,11.4,50.7,19,Woodland,2,1,Carnivore,Invertivore,Insessorial,12.63,45.64,34.43,-87.99,3217727.29,Extant
Thryothorus maculipectus,Thryothorus_maculipectus,Troglodytidae,Passeriformes,18.8,12.1,3.8,4.2,21.1,58.5,6,52.2,10.3,53.9,15,Forest,2,1,Carnivore,Invertivore,Insessorial,10.71,25.46,17.72,-90.9,604088.84,Extant
Thryothorus modestus,Thryothorus_modestus,Troglodytidae,Passeriformes,18,11.2,3.5,3.8,23.9,57.4,5.2,53.6,8.8,53.1,17.6,Woodland,2,1,Carnivore,Invertivore,Insessorial,7.2,17.34,13.12,-87.19,293227.82,Extant
Thryothorus mystacalis,Thryothorus_mystacalis,Troglodytidae,Passeriformes,19.6,11.7,4,4.7,24.3,64.5,5.8,58.6,9.1,59.3,29,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.92,10.8,4.39,-75.05,271375.88,Extant
Thryothorus nicefori,Thryothorus_nicefori,Troglodytidae,Passeriformes,22.1,14.5,3.4,4.4,22.7,67.2,9,58.2,13.6,45,27.2,Shrubland,2,1,Carnivore,Invertivore,Insessorial,5.8,7.36,6.42,-73.29,4873.35,Extant
Thryothorus nigricapillus,Thryothorus_nigricapillus,Troglodytidae,Passeriformes,19.2,12.8,4.2,4.3,24.9,65.8,6.3,58.2,9.8,54.3,23.9,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.77,14.71,6.28,-78.95,300564.01,Extant
Thryothorus pleurostictus,Thryothorus_pleurostictus,Troglodytidae,Passeriformes,19.3,11.7,3.3,4.4,21.1,63.8,7,57.2,10.9,57.3,17.7,Woodland,2,1,Carnivore,Invertivore,Insessorial,9.55,19.15,15.2,-92.81,185486.45,Extant
Thryothorus rufalbus,Thryothorus_rufalbus,Troglodytidae,Passeriformes,19.9,12.6,3.1,4.3,22.6,68.2,8,60.7,11.6,51.6,24.9,Forest,1,1,Carnivore,Invertivore,Insessorial,2.47,16.4,8.74,-73.47,824868.67,Extant
Thryothorus rutilus,Thryothorus_rutilus,Troglodytidae,Passeriformes,19.3,11.9,3.7,4.1,21,58.8,6.6,54,10.9,54.6,16.5,Forest,1,1,Carnivore,Invertivore,Insessorial,2.71,11.36,8.6,-72.48,206155.13,Extant
Thryothorus sclateri,Thryothorus_sclateri,Troglodytidae,Passeriformes,17.9,13.1,3,4,21.1,60.3,7.3,54.7,11.9,55,20,Woodland,1,1,Carnivore,Invertivore,Insessorial,-6.56,6.43,-1.82,-78.93,76957.38,Extant
Thryothorus semibadius,Thryothorus_semibadius,Troglodytidae,Passeriformes,19.9,12.8,3.9,3.9,23,62.5,5.5,57.8,8.7,53.3,17,Forest,2,1,Carnivore,Invertivore,Insessorial,8.03,9.77,8.85,-83.26,12871.6,Extant
Thryothorus sinaloa,Thryothorus_sinaloa,Troglodytidae,Passeriformes,17.6,10.6,3,4,20.6,59.6,4.5,54.3,7.6,53.5,15.1,Woodland,2,1,Carnivore,Invertivore,Insessorial,16.17,30.81,22.4,-104.55,304927.47,Extant
Thryothorus spadix,Thryothorus_spadix,Troglodytidae,Passeriformes,18.5,11.4,3.7,4.6,21.5,64.5,5.4,58.9,8.5,60.8,19.1,Forest,1,1,Carnivore,Invertivore,Insessorial,1.06,8.75,5.68,-75.53,51078.73,Extant
Thryothorus superciliaris,Thryothorus_superciliaris,Troglodytidae,Passeriformes,24,15.3,3.4,4.2,23.7,66.3,8.2,58.6,12.2,55.2,22.8,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-9.64,0.05,-4.28,-80.11,96843.25,Extant
Thryothorus thoracicus,Thryothorus_thoracicus,Troglodytidae,Passeriformes,18,11.5,3.5,3.7,20.5,58.1,6.1,52.4,10.6,40.6,17.6,Shrubland,2,1,Carnivore,Invertivore,Insessorial,8.3,15.75,12.23,-84.06,90302.61,Extant
Troglodytes aedon,Troglodytes_aedon,Troglodytidae,Passeriformes,15.9,9.8,3,3.1,20.1,51.4,6.7,44.9,12.9,41.1,10.9,Shrubland,3,1,Carnivore,Invertivore,Insessorial,-55.72,59.66,4.96,-75.18,25654371.8,Extant
Troglodytes cobbi,Troglodytes_cobbi,Troglodytidae,Passeriformes,19.7,13.4,3,3.4,17.9,53.3,6.5,46.8,12.2,43.5,19.1,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-52.92,-51.02,-51.94,-59.63,283.46,Extant
Troglodytes monticola,Troglodytes_monticola,Troglodytidae,Passeriformes,14.4,9.3,2.2,3,19.8,53.8,5.7,48,10.7,41.3,9,Forest,2,1,Carnivore,Invertivore,Insessorial,10.64,11,10.83,-73.65,1330.6,Extant
Troglodytes ochraceus,Troglodytes_ochraceus,Troglodytidae,Passeriformes,14.6,9.1,2.8,2.9,17.1,47,7.2,40.6,15.1,36.5,9.4,Forest,1,1,Carnivore,Invertivore,Insessorial,7.67,10.48,9.3,-82.8,17334.67,Extant
Troglodytes rufociliatus,Troglodytes_rufociliatus,Troglodytidae,Passeriformes,13.5,8.2,2.5,2.9,18.9,50.6,7.2,43.1,14.2,35.8,10,Forest,1,1,Carnivore,Invertivore,Insessorial,12.86,17.39,15,-88.99,135313.92,Extant
Troglodytes rufulus,Troglodytes_rufulus,Troglodytidae,Passeriformes,16.5,9.8,2.8,3.2,22.4,54.6,8.4,47.3,15.1,40.8,16.1,Forest,1,1,Carnivore,Invertivore,Insessorial,0.46,6.25,5.01,-62.97,67695.09,Extant
Troglodytes sissonii,Troglodytes_sissonii,Troglodytidae,Passeriformes,18.5,11.3,2.7,3,19.4,46.7,6.4,40.2,13.8,47.2,7.8,Shrubland,2,1,Carnivore,Invertivore,Insessorial,18.69,18.85,18.77,-110.98,135.11,Extant
Troglodytes solstitialis,Troglodytes_solstitialis,Troglodytidae,Passeriformes,16.2,9.3,3.1,3.1,18.8,48.2,6.6,42.5,13.4,38.3,11.4,Forest,1,1,Carnivore,Invertivore,Insessorial,-27.51,11.17,-5.62,-73.13,553583.66,Extant
Troglodytes tanneri,Troglodytes_tanneri,Troglodytidae,Passeriformes,17.9,11.2,2.9,3.6,20.9,58,8.3,49.4,14.4,48.6,12,Shrubland,2,1,Carnivore,Invertivore,Insessorial,18.35,18.39,18.37,-114.74,32.72,Extant
Troglodytes troglodytes,Troglodytes_troglodytes,Troglodytidae,Passeriformes,13.4,8.2,2.4,2.6,17.7,47.7,7.7,39.9,16.2,29.9,9.7,Forest,1,3,Carnivore,Invertivore,Insessorial,21.9,69.33,47.77,20.81,20939529.72,Extant
Uropsila leucogastra,Uropsila_leucogastra,Troglodytidae,Passeriformes,14.6,8.8,2.6,3.2,18.4,50.4,6.2,43.9,12.3,29.6,9,Woodland,2,1,Carnivore,Invertivore,Insessorial,15.19,24.34,19.13,-93.33,409367.84,Extant
Alethe choloensis,Alethe_choloensis,Turdidae,Passeriformes,19.2,10.1,3.9,5.2,28.7,96,17,80,17.5,73,41.3,Forest,1,1,Carnivore,Invertivore,Terrestrial,-16.54,-13.9,-15.48,35.97,4661.03,Extant
Alethe diademata,Alethe_diademata,Turdidae,Passeriformes,18.7,11.5,5,5.3,25.5,89.9,15.3,75.8,16.8,72.2,31.5,Forest,1,1,Carnivore,Invertivore,Generalist,-8.94,12.68,0.98,16.01,3460273.32,Extant
Alethe fuelleborni,Alethe_fuelleborni,Turdidae,Passeriformes,22.4,12.4,5.2,6.2,34.1,105.5,20.6,85,19.5,76.7,52,Forest,1,1,Carnivore,Invertivore,Terrestrial,-20.13,-4.2,-9.38,35.7,189262.11,Extant
Alethe poliocephala,Alethe_poliocephala,Turdidae,Passeriformes,19.2,11,4.6,5.2,27,86.5,14.8,74.6,16.5,56.8,32.4,Forest,1,1,Carnivore,Invertivore,Terrestrial,-10.8,9.54,2.78,12.92,1599692.41,Extant
Alethe poliophrys,Alethe_poliophrys,Turdidae,Passeriformes,18.7,10,4.5,4.9,25.8,93,13.1,79.1,14.2,67,35.2,Forest,1,1,Carnivore,Invertivore,Terrestrial,-4.79,1.38,-2.09,29.24,76094.57,Extant
Brachypteryx hyperythra,Brachypteryx_hyperythra,Turdidae,Passeriformes,13.7,7.9,2.9,3.4,27.4,59.5,6.8,52.7,11.4,39.5,15.8,Forest,2,2,Carnivore,Invertivore,Terrestrial,23.35,28.45,26.49,97.27,41729.77,Extant
Brachypteryx leucophrys,Brachypteryx_leucophrys,Turdidae,Passeriformes,13.5,7.8,3,3.5,26,56.6,7.8,48.8,13.8,34.5,15.8,Forest,1,2,Carnivore,Invertivore,Terrestrial,-10.16,31.64,21.78,103.17,2289506.95,Extant
Brachypteryx montana,Brachypteryx_montana,Turdidae,Passeriformes,15.5,9,3.3,3.9,31,64.3,6.4,58.5,9.9,55.2,17.7,Forest,1,1,Carnivore,Invertivore,Terrestrial,-8.96,34.17,22.26,106.02,3986756.67,Extant
Brachypteryx stellata,Brachypteryx_stellata,Turdidae,Passeriformes,14.8,7.9,3,3.5,29.3,70.6,13.8,55.9,19.8,47.4,23,Forest,2,2,Omnivore,Invertivore,Terrestrial,21.68,33.37,27.81,96.21,237692.15,Extant
Cataponera turdoides,Cataponera_turdoides,Turdidae,Passeriformes,24.7,14.8,5.4,7.1,36.5,110.2,16.6,93.7,15,101,89.7,Forest,1,1,Omnivore,Invertivore,Insessorial,-5.44,-0.44,-2.25,120.32,23212.79,Extant
Catharus aurantiirostris,Catharus_aurantiirostris,Turdidae,Passeriformes,16.9,9.6,4.2,4.6,30.4,76.8,12.5,63.5,16.4,60.5,29.8,Forest,2,1,Omnivore,Invertivore,Generalist,0.95,29.53,17.31,-93.72,674007.31,Extant
Catharus bicknelli,Catharus_bicknelli,Turdidae,Passeriformes,14.9,9.3,4,3.8,27.7,91.2,26.1,65.2,28.6,72.8,27.8,Forest,1,3,Carnivore,Invertivore,Generalist,41.98,51.01,47.45,-67.48,38746.86,Extant
Catharus dryas,Catharus_dryas,Turdidae,Passeriformes,17.6,9.5,4.6,4.7,34.4,91.2,19,72.4,20.8,74.3,37.7,Forest,1,1,Omnivore,Invertivore,Generalist,-24.04,17.39,-3.34,-75.98,466244.5,Extant
Catharus frantzii,Catharus_frantzii,Turdidae,Passeriformes,17.1,9.7,4.2,4.4,33.1,86.3,15.8,73,17.8,75.9,28.9,Forest,1,1,Omnivore,Invertivore,Generalist,8.75,21.68,16.64,-94.35,282213.59,Extant
Catharus fuscater,Catharus_fuscater,Turdidae,Passeriformes,17.7,9.7,3.6,4.5,33.3,88.4,14.4,71.2,16.9,78.9,33.7,Forest,1,1,Omnivore,Invertivore,Generalist,-18.07,11.1,-4.03,-74.19,313318.36,Extant
Catharus fuscescens,Catharus_fuscescens,Turdidae,Passeriformes,17.6,10,4.4,4.2,29.2,97,27.7,69.4,28.5,69.3,31.9,Forest,1,3,Carnivore,Invertivore,Terrestrial,34.7,55.97,47.14,-95.63,3681872.46,Extant
Catharus gracilirostris,Catharus_gracilirostris,Turdidae,Passeriformes,14.8,8.5,3.3,3.5,31.1,75.9,12.2,63.9,16,63.6,21,Forest,2,1,Omnivore,Invertivore,Insessorial,8.53,10.26,9.4,-83.31,3827.25,Extant
Catharus guttatus,Catharus_guttatus,Turdidae,Passeriformes,18.8,9.2,3.4,3.7,28.9,89,24,65.3,26.9,67.7,30.1,Forest,1,3,Omnivore,Invertivore,Generalist,30.97,65.83,51.07,-107.41,8383811.92,Extant
Catharus mexicanus,Catharus_mexicanus,Turdidae,Passeriformes,16.4,9.7,4.5,4.6,29.5,89,18.8,70.2,21.1,63,33,Forest,1,1,Omnivore,Invertivore,Generalist,8.48,23.48,16.5,-91.21,143279.41,Extant
Catharus minimus,Catharus_minimus,Turdidae,Passeriformes,16.4,9.2,4.5,4,30,100.8,30.7,68.9,30.8,69.2,31.6,Forest,2,3,Carnivore,Invertivore,Terrestrial,46.61,71.39,62.09,-78.35,5090368.26,Extant
Catharus occidentalis,Catharus_occidentalis,Turdidae,Passeriformes,20.7,9,3.6,3.8,31.3,88.6,19.2,69.8,21.6,75,26.2,Forest,2,1,Omnivore,Invertivore,Generalist,15.97,29.98,22.31,-102.74,417881.84,Extant
Catharus ustulatus,Catharus_ustulatus,Turdidae,Passeriformes,14.3,9.3,4.6,4.2,29.6,96.6,31.1,66.6,31.8,68.3,30.3,Forest,1,3,Omnivore,Invertivore,Insessorial,32.94,68.52,54.69,-109.14,7563735.28,Extant
Chaetops aurantius,Chaetops_aurantius,Turdidae,Passeriformes,21.2,11,3.8,4.4,36.3,88,10.6,77,12.1,90,54.1,Shrubland,3,1,Carnivore,Invertivore,Terrestrial,-32.79,-28.32,-30.69,26.98,103523.76,Extant
Chaetops frenatus,Chaetops_frenatus,Turdidae,Passeriformes,24.2,13,3.7,4.9,34.4,87.3,10.3,77,11.8,91.7,55,Rock,3,1,Carnivore,Invertivore,Terrestrial,-34.84,-31.79,-33.59,20.91,66553.02,Extant
Chlamydochaera jefferyi,Chlamydochaera_jefferyi,Turdidae,Passeriformes,19.4,11.1,4.7,5.2,25.8,110.8,29.1,81.6,26.3,98.8,65.1,Forest,1,1,Herbivore,Frugivore,Insessorial,-0.88,6.44,2.46,115.23,63345.31,Extant
Cichlopsis leucogenys,Cichlopsis_leucogenys,Turdidae,Passeriformes,18.3,10.6,4.8,5.1,22.7,105.4,29.4,76.1,27.9,100.4,53.8,Forest,1,1,Carnivore,Invertivore,Insessorial,-21.34,6.92,-6.27,-52.13,217876.58,Extant
Cochoa azurea,Cochoa_azurea,Turdidae,Passeriformes,18.8,9.4,5,5.1,25.7,116,24.6,91.4,21.2,93,111.5,Forest,1,1,Omnivore,Frugivore,Insessorial,-7.55,-6.6,-7.06,107.57,8485.37,Extant
Cochoa beccarii,Cochoa_beccarii,Turdidae,Passeriformes,22,11.5,6.7,6.6,30.4,138,30.8,107.2,22.3,110,111.5,Forest,1,1,Herbivore,Frugivore,Insessorial,-4.53,5.04,1.03,99.51,64349.3,Extant
Cochoa purpurea,Cochoa_purpurea,Turdidae,Passeriformes,22,10.2,6.3,5.6,28.7,140.4,40,100.5,28.4,101.6,103,Forest,1,1,Omnivore,Frugivore,Insessorial,17.15,31.09,24.16,98.45,623216.09,Extant
Cochoa viridis,Cochoa_viridis,Turdidae,Passeriformes,24.1,11,6.7,6,26.1,143.3,39.5,103.5,27.6,114,120,Forest,1,1,Omnivore,Frugivore,Insessorial,10.49,28.87,20.3,100.59,1337235.03,Extant
Entomodestes coracinus,Entomodestes_coracinus,Turdidae,Passeriformes,18.7,10.2,5.5,5.2,24.3,107.6,20.7,86.9,19.3,107,56,Forest,1,1,Herbivore,Frugivore,Insessorial,-0.16,4.67,1.98,-77.61,21017.95,Extant
Entomodestes leucotis,Entomodestes_leucotis,Turdidae,Passeriformes,19.8,8.8,6,5,26.2,112.5,23.5,89.6,20.8,115.9,61.7,Forest,1,1,Herbivore,Frugivore,Insessorial,-18.23,-5.55,-12.37,-72.08,206932.1,Extant
Geomalia heinrichi,Geomalia_heinrichi,Turdidae,Passeriformes,28.4,17.8,6.5,9,45.9,111.8,14.7,97.1,13.1,140.1,73.2,Forest,1,1,Carnivore,Invertivore,Terrestrial,-3.66,0.94,-2.29,119.99,8733.46,Extant
Heinrichia calligyna,Heinrichia_calligyna,Turdidae,Passeriformes,17.7,10.2,4.3,4.8,32.5,84.1,13.1,71.1,15.6,74.6,26.8,Forest,1,1,Carnivore,Invertivore,Terrestrial,-3.86,1.11,-2.06,120.26,13319.89,Extant
Hylocichla mustelina,Hylocichla_mustelina,Turdidae,Passeriformes,19,11.9,5.1,5.4,32.1,106.5,29,78.9,26.9,71.3,50.1,Forest,1,3,Omnivore,Invertivore,Generalist,29.12,49.09,40.05,-83.73,3494414.7,Extant
Myadestes coloratus,Myadestes_coloratus,Turdidae,Passeriformes,14.3,6.9,4.9,4.4,20.5,86.2,19.2,67,22.3,81.5,28.9,Forest,2,1,Herbivore,Frugivore,Insessorial,7.45,9.08,8.24,-77.93,1786.57,Extant
Myadestes elisabeth,Myadestes_elisabeth,Turdidae,Passeriformes,14.8,8.4,4.5,4,21.7,86.2,18.4,67.8,21.4,88,30,Forest,1,1,Omnivore,Frugivore,Insessorial,19.98,22.82,21.2,-78.65,8505.1,Extant
Myadestes genibarbis,Myadestes_genibarbis,Turdidae,Passeriformes,14.1,7.4,4.4,3.8,21.4,87.4,20.9,66.6,23.9,91.2,29.2,Forest,1,1,Omnivore,Frugivore,Insessorial,13.12,19.95,18.68,-71.69,88012.58,Extant
Myadestes lanaiensis,Myadestes_lanaiensis,Turdidae,Passeriformes,19.5,9.6,4.8,4.9,31.9,90.5,16.1,71.9,18.3,75,50,Forest,1,1,Herbivore,Frugivore,Insessorial,NA,NA,NA,NA,NA,Extant
Myadestes melanops,Myadestes_melanops,Turdidae,Passeriformes,14.7,6.7,4.4,4.2,20.7,87,18.7,68.2,21.5,78.3,32.1,Forest,1,1,Herbivore,Frugivore,Insessorial,8.35,10.99,9.34,-83.05,31920.03,Extant
Myadestes obscurus,Myadestes_obscurus,Turdidae,Passeriformes,15.2,7.2,4.7,4.1,23.7,102,27.6,75,26.9,92.8,50.4,Forest,2,1,Herbivore,Frugivore,Insessorial,19.04,19.99,19.58,-155.35,2577.89,Extant
Myadestes occidentalis,Myadestes_occidentalis,Turdidae,Passeriformes,15.4,7.8,4.8,4.6,20.8,102.5,27.6,74.8,27,101.2,36.4,Forest,1,2,Herbivore,Frugivore,Insessorial,13.59,28.69,20.55,-100.39,528718.34,Extant
Myadestes palmeri,Myadestes_palmeri,Turdidae,Passeriformes,20.9,9.5,4.6,4.7,32.5,88.5,18.7,73.3,20.3,71.5,39.6,Forest,1,1,Herbivore,Frugivore,Insessorial,22.06,22.13,22.1,-159.56,32.06,Extant
Myadestes ralloides,Myadestes_ralloides,Turdidae,Passeriformes,14.8,6.8,4.6,3.7,20.5,84.1,19.6,64.5,23.3,78.2,29.1,Forest,1,2,Omnivore,Invertivore,Insessorial,-21.08,11.05,-3.19,-73.48,457703.18,Extant
Myadestes townsendi,Myadestes_townsendi,Turdidae,Passeriformes,15.7,8.2,4.4,4.6,20.9,113.3,34.3,80.6,29.9,103,33.2,Forest,2,2,Omnivore,Omnivore,Insessorial,21.72,66.88,49.88,-122.09,3710015.72,Extant
Myadestes unicolor,Myadestes_unicolor,Turdidae,Passeriformes,14.8,7.6,4.9,4.5,20,93.3,22,71.4,23.5,89.2,37.9,Forest,1,2,Herbivore,Frugivore,Insessorial,12.75,21.39,15.94,-90.38,184166.54,Extant
Myophonus blighi,Myophonus_blighi,Turdidae,Passeriformes,24.4,14.2,5.3,6.6,34.4,99.8,10.1,89.7,10.1,74,66.6,Forest,1,1,Carnivore,Invertivore,Terrestrial,6.6,7.61,6.97,80.79,3066.03,Extant
Myophonus borneensis,Myophonus_borneensis,Turdidae,Passeriformes,30.8,17.4,6.6,9.3,45.8,143.8,20.4,123.3,14.2,90.2,89.7,Forest,1,1,Carnivore,Omnivore,Terrestrial,-0.03,6.36,2.67,115.34,113340.65,Extant
Myophonus caeruleus,Myophonus_caeruleus,Turdidae,Passeriformes,33.3,19.4,6.9,9.6,49.9,169.4,35,133.8,20.7,119.4,158,Forest,1,1,Carnivore,Omnivore,Terrestrial,-8.78,43.53,26.68,98.33,6946443.79,Extant
Myophonus castaneus,Myophonus_castaneus,Turdidae,Passeriformes,28.1,14.8,6.3,8.4,43.1,137.4,21.8,111.7,16.3,86.2,89.7,Forest,1,1,Carnivore,Omnivore,Insessorial,-5.29,5.02,0.46,99.95,93269.9,Extant
Myophonus glaucinus,Myophonus_glaucinus,Turdidae,Passeriformes,28.5,16.6,5.8,8.3,43,138.8,19.5,119,14.1,84.6,89.7,Forest,1,1,Carnivore,Omnivore,Terrestrial,-8.42,-6.58,-7.46,110.17,24651.37,Extant
Myophonus horsfieldii,Myophonus_horsfieldii,Turdidae,Passeriformes,31.5,18.2,5.9,8.3,44.2,151.1,23.9,127.3,15.8,113.2,117,Forest,3,1,Carnivore,Aquatic predator,Terrestrial,8.38,25.6,19.16,76.74,412482.19,Extant
Myophonus insularis,Myophonus_insularis,Turdidae,Passeriformes,30.7,17.9,6.4,9,51.7,156,27.2,127,17.7,116.6,117,Forest,1,1,Carnivore,Aquatic predator,Terrestrial,22.1,25.3,23.94,121.14,22221.54,Extant
Myophonus melanurus,Myophonus_melanurus,Turdidae,Passeriformes,20.5,12,5.7,6.3,40,115.7,16.2,99.5,14,86.8,66.6,Forest,1,1,Herbivore,Omnivore,Insessorial,-5.29,5.18,0.97,99.52,66916.96,Extant
Myophonus robinsoni,Myophonus_robinsoni,Turdidae,Passeriformes,29.4,16.9,5.9,8.7,44.4,140.2,19.6,120.6,14,95,99.2,Forest,1,1,Carnivore,Invertivore,Terrestrial,3.12,4.71,4.08,101.57,4373.93,Extant
Neocossyphus poensis,Neocossyphus_poensis,Turdidae,Passeriformes,18.2,11.1,5.8,4.9,28.4,101.6,19.7,86,18.5,84.8,51.8,Forest,1,1,Carnivore,Invertivore,Terrestrial,-8.82,9.59,0.89,15.37,2510054.88,Extant
Neocossyphus rufus,Neocossyphus_rufus,Turdidae,Passeriformes,18.4,10.5,5.1,5,28.4,106,26.9,89.8,23.1,91.7,65.9,Forest,1,2,Carnivore,Invertivore,Generalist,-10.74,5.91,-0.03,20.78,1123680.47,Extant
Nesocichla eremita,Nesocichla_eremita,Turdidae,Passeriformes,24.7,15.8,6,6.9,36.9,101.5,21.9,79.6,21.5,80.5,91,Shrubland,3,1,Carnivore,Omnivore,Terrestrial,-37.43,-37.06,-37.14,-12.34,123.54,Extant
Psophocichla litsitsirupa,Psophocichla_litsitsirupa,Turdidae,Passeriformes,28.1,17.6,6.4,6.5,34.6,129.5,41.5,87.9,32.1,70.8,74,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-30.96,15.6,-14.93,24.92,3435021.81,Extant
Sialia currucoides,Sialia_currucoides,Turdidae,Passeriformes,16.4,9.6,3.9,3.9,21.9,114,41,71.2,36.6,70,29.6,Grassland,3,3,Omnivore,Invertivore,Insessorial,30.62,66.84,49.97,-118.28,4376669.8,Extant
Sialia mexicana,Sialia_mexicana,Turdidae,Passeriformes,15.1,8.6,3.4,3.9,19.8,104.4,39.2,66.2,37.2,64.2,26.4,Woodland,3,2,Omnivore,Omnivore,Insessorial,18.57,52.86,36.28,-112.01,1779665.7,Extant
Sialia sialis,Sialia_sialis,Turdidae,Passeriformes,15.4,9.1,4.2,4.5,19.7,95.8,31.4,64.4,32.8,62.5,27.5,Woodland,2,2,Carnivore,Invertivore,Insessorial,12.85,53.98,38.51,-89.69,5460000,Extant
Stizorhina finschi,Stizorhina_finschi,Turdidae,Passeriformes,15.3,9.6,5.2,4.5,21.2,97.8,21.8,75.2,22.5,83.7,37,Forest,1,1,Carnivore,Invertivore,Insessorial,4.35,9.58,6.43,-4.55,397355.96,Extant
Stizorhina fraseri,Stizorhina_fraseri,Turdidae,Passeriformes,15.8,9.8,6.1,4.6,20.6,94.1,21.3,73,22.6,77.9,35.7,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.19,7.49,-1.61,19.5,3553586.08,Extant
